NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
3,1,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,8,0,0,0,0,0,0.785714,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
1,0,3,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,3,50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,24,0,0,0,0,0,0.333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1
3,1,6,220,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,14,46,152,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,1
4,0,3,132,0,0,0,0,2,0,10,8,0,11,1,0,1,0,0,0,12,22,90,0,1,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1
4,0,3,182,0,0,0,0,6,0,11,7,0,9,1,0,1,0,0,0,12,22,140,0,1,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1
4,0,3,57,0,0,0,0,1,0,1,1,0,9,1,0,1,0,0,0,12,22,15,0,0,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
4,0,3,187,0,0,0,0,6,0,11,7,0,10,1,0,1,0,0,0,12,22,145,0,1,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1
4,0,4,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,3,62,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,17,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,3,58,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,14,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,11,0,0,0,0,0.469027,0.625,0,1,0,0,0,0.00885,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,1
2,1,3,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,10,0,0,0,0,1,0.142857,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
2,1,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,13,0,0,0,0,0,0.3125,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,-1,1
5,3,2,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,45,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1
5,3,2,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,45,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1
6,1,3,66,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,18,41,0,0,0,1,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
1,0,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3,0,3,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,28,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-1,1,1
3,0,3,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,24,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-1,-1,1
2,0,4,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,23,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,1,9,96,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-1,1,1,1,1,1
2,0,3,146,1,0,0,0,7,0,2,2,0,4,1,0,0,0,0,0,19,24,95,0,0,0,0,0.333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1
3,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,14,0,0,0,0,0,0.785714,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
3,1,4,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,23,0,0,0,0,0,0.642857,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,1
1,0,6,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,29,0,0,0,0,0.066667,0.076923,0,1,1,0,0,0.866667,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,0,2,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,15,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3,1,4,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,0,3,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,4,81,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,61,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
1,0,3,58,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29,22,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
2,0,4,72,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,38,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1
4,1,5,226,11,0,0,0,3,0,5,3,0,24,1,0,0,0,1,0,20,111,87,0,0,0,0.5,0.9375,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,0,1
3,0,2,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,6,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,40,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,0,3,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,25,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3,1,1,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,10,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
2,0,6,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,39,0,0,0,0,0.066667,0.076923,0,1,1,0,0,0.866667,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,1,2,66,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1,0,2,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,6,0,0,0,0,1,0.142857,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
15,1,4,219,0,0,0,0,0,0,6,10,0,62,1,0,0,0,1,0,14,23,174,0,0,0,0,0.642857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,1
2,1,4,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,17,0,0,0,0,0,0.642857,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,1
1,0,2,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5,0,3,131,0,0,0,0,0,0,2,0,0,30,1,0,0,0,1,0,18,32,73,0,1,0,0.952381,0.040541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
4,1,6,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
4,1,3,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,26,0,0,0,0,0.777778,0.222222,0,1,0,0,0,0.222222,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
2,1,11,133,0,0,0,0,0,0,0,0,0,31,1,1,0,0,0,0,18,108,0,0,0,0,0.75,0.590909,0,1,0,0,0,0.166667,1,0,0,0,0,1,0,0,1,-1,-1,1,0,-1,1
2,1,11,133,0,0,0,0,0,0,0,0,0,30,1,1,0,0,0,0,18,108,0,0,0,0,0.75,0.590909,0,1,0,0,0,0.166667,1,0,0,0,0,1,0,0,1,-1,-1,1,0,-1,1
2,0,1,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,17,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
2,0,4,73,1,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,13,53,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
2,0,4,73,1,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,13,53,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
2,0,4,73,1,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,13,53,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
2,0,4,82,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,62,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3,0,4,58,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,27,0,0,0,0,0,0.642857,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,0,-1,1
4,0,3,112,0,0,0,0,1,0,2,1,0,33,1,0,1,0,0,0,12,22,70,0,1,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1
4,0,3,176,0,0,0,0,3,0,10,6,0,46,1,0,1,0,0,0,12,22,134,0,1,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1
2,0,3,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,21,20,0,0,0,0,0,0.785714,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
3,0,3,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,24,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
4,1,6,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,2,25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,8,0,0,0,0,0.307692,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1
2,0,3,153,0,0,0,0,0,0,4,3,0,47,1,1,0,0,0,0,19,44,82,0,0,0,0,0.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,1
2,0,2,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,20,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
2,0,4,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,0,4,52,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,25,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1,1
2,1,3,58,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,34,17,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,1,3,59,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,34,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
6,0,5,56,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,13,36,0,0,0,0,0.017857,0.15,0,1,1,0,0,0.946429,1,0,0,0,0,1,0,0,1,0,0,1,1,-1,1
3,1,4,67,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,38,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
4,2,5,92,3,3,0,0,0,0,0,0,0,5,1,1,0,1,0,0,50,35,0,0,1,0,0.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,1
2,0,2,47,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,20,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
1,0,2,37,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,10,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
5,2,3,173,2,0,0,0,2,0,2,1,0,41,1,0,0,0,0,0,22,23,120,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
4,0,5,107,1,0,0,0,3,0,1,0,0,11,1,1,1,0,1,0,13,46,40,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3,1,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4,1,3,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5,0,3,140,0,0,0,0,0,0,3,2,0,30,1,0,0,0,1,0,18,32,82,0,1,0,0.952381,0.040541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
4,0,3,50,0,0,0,1,0,0,0,0,0,15,1,1,1,0,0,0,15,28,0,0,0,0,0,0.785714,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
6,1,3,62,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,15,40,0,0,0,1,0.923077,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
3,1,3,54,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,28,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
4,1,2,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,33,0,0,1,0,0.888889,0,0,1,0,0,0,0.111111,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,1
2,0,4,47,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,4,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,22,0,0,0,0,0,0.153846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,17,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3,1,4,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,25,0,0,0,0,1,0.166667,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
2,0,5,75,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,12,36,19,0,0,0,0,0.882353,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,1
2,0,5,76,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,12,42,14,0,0,0,0,0.882353,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,1
2,1,5,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3,1,6,77,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,0,4,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,25,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
5,0,3,94,0,0,0,0,0,0,0,0,0,32,1,1,0,0,1,0,10,77,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1
5,0,3,94,0,0,0,0,0,0,0,0,0,24,1,1,0,0,1,0,10,77,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1
3,1,4,67,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,15,45,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
4,0,5,119,1,0,0,0,3,0,2,1,0,11,1,1,1,0,1,0,13,46,52,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,0,1,32,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
3,0,6,76,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,48,0,0,0,0,0,0.071429,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,-1,1,1,1,-1,1
2,0,1,32,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
2,0,1,32,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,-1,1
6,2,5,73,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,47,0,0,1,0,0.888889,0,0,1,0,0,0,0.111111,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,1
2,1,4,91,2,0,0,1,0,0,0,0,0,21,1,1,0,0,0,0,20,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,0,6,72,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,13,52,0,0,0,0,0.9,1,1,1,0,0,0,0.1,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
2,0,5,75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,56,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
3,1,5,77,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26,44,0,0,0,0,0,0.083333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,0,3,52,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,31,0,0,1,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3,0,2,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,15,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
14,0,4,248,0,0,0,0,0,0,6,12,1,76,1,0,0,0,1,0,15,26,174,0,1,0,0.857143,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
2,0,1,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,13,0,0,0,0,0.6,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,0,1
3,1,6,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,68,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,1,2,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,13,0,0,0,0,0,0.153846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,4,49,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,12,30,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,-1,1,1,-1,1
2,0,2,37,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,12,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,2,41,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,16,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,2,28,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,12,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,6,88,0,0,0,0,0,0,0,0,0,24,1,1,0,0,1,0,22,59,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,0,3,46,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,2,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,23,0,0,0,0,0,0.153846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,3,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,8,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3,1,9,110,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,26,77,0,0,0,1,0.6,1,1,1,0,0,0,0.2,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1
3,0,2,41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20,14,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3,1,4,65,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,33,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
4,0,5,115,1,0,0,0,3,0,2,1,0,11,1,1,1,0,1,0,13,46,48,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
4,1,2,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,33,0,0,1,0,0.888889,0.090909,0,1,0,0,0,0.111111,0,0,0,0,0,0,0,1,1,0,1,1,0,-1,1
3,1,4,58,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,29,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1
3,1,4,59,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,30,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1
3,1,5,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,0,3,44,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1
3,1,1,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,0,0,0,0.052632,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
3,1,3,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,31,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
2,0,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,14,0,0,0,0,0,0.0625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
4,1,5,80,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3,1,8,78,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,52,0,0,0,0,0.923077,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1
